"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews"
138,"Grimm Artisanal Ales","Afterimage","American Double / Imperial IPA","8.00%",4.41,426,163
139,"Russian River Brewing Company","Temptation","American Wild Ale","7.50%",4.41,3618,1
140,"Hill Farmstead Brewery","Juicy","Saison / Farmhouse Ale","7.40%",4.41,459,161
141,"Prairie Artisan Ales","Prairie Apple Brandy Noir","American Double / Imperial Stout","12.00%",4.41,1389,54
142,"Surly Brewing Company","Darkness","Russian Imperial Stout","10.30%",4.41,3691,173
143,"Fat Head's Brewery & Saloon","Hop JuJu Imperial IPA","American Double / Imperial IPA","9.00%",4.41,1968,83
144,"The Bruery","Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2590,106
145,"Tree House Brewing Company","Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,100
146,"Alpine Beer Company","Bad Boy","American Double / Imperial IPA","9.00%",4.41,549,31
147,"Perennial Artisan Ales","Abraxas","American Double / Imperial Stout","10.00%",4.41,2340,91
148,"New England Brewing Company","Coriolis","American Double / Imperial IPA","8.20%",4.41,540,152
149,"Brouwerij Rodenbach N.V.","Rodenbach Caractère Rouge","Flanders Red Ale","7.00%",4.41,1351,63
150,"J. Wakefield Brewing","Dragon Fruit Passion Fruit Berliner","Berliner Weissbier","3.50%",4.41,284,125
151,"Heist Brewery","Citraquench'l","American IPA","6.70%",4.41,90,86
152,"Pelican Pub & Brewery","Mother Of All Storms","English Barleywine","14.00%",4.41,1905,129
153,"Sante Adairius Rustic Ales","Saison Bernice","Saison / Farmhouse Ale","6.50%",4.41,823,163
154,"Jackie O's Pub & Brewery","Oro Negro","American Double / Imperial Stout","10.00%",4.41,616,16
155,"Aslin Beer Company","Orange Starfish","American IPA","5.70%",4.4,128,89
156,"Russian River Brewing Company","Consecration","American Wild Ale","10.00%",4.4,5178,2
157,"Lagunitas Brewing Company","Born Yesterday Pale Ale","American Pale Ale (APA)","7.00%",4.4,2177,122
158,"Fiddlehead Brewing Company","Second Fiddle","American Double / Imperial IPA","8.20%",4.4,1669,56
159,"Parish Brewing Company","Ghost In The Machine","American Double / Imperial IPA","8.00%",4.4,527,172
160,"Fremont Brewing Company","Bourbon Barrel Aged Dark Star: Coffee Edition","Oatmeal Stout","14.50%",4.4,531,144
161,"Tree House Brewing Company","Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,99,75
162,"Sante Adairius Rustic Ales","Westly","American Wild Ale","8.50%",4.4,229,100
163,"Trillium Brewing Company","Double Dry Hopped Sleeper Street","American IPA","7.20%",4.4,650,158
164,"Jester King Brewery","Montmorency Vs Balaton","American Wild Ale","6.70%",4.4,677,140
165,"Peg's Cantina & Brew Pub","Trademark Dispute: Pallet 1","American Double / Imperial Stout","10.40%",4.4,264,130
166,"Boston Beer Company (Samuel Adams)","Samuel Adams Utopias","American Strong Ale","29.00%",4.4,2462,139
167,"SingleCut Beersmiths","Softly Spoken Magic Spells","American Double / Imperial IPA","8.60%",4.4,536,29
168,"Foundation Brewing Company","Epiphany","American Double / Imperial IPA","8.00%",4.4,831,29
169,"Bayerische Staatsbrauerei Weihenstephan","Weihenstephaner Hefeweissbier","Hefeweizen","5.40%",4.4,8119,66
170,"Three Floyds Brewing Company","Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5932,10
171,"AleSmith Brewing Company","AleSmith Speedway Stout - Vietnamese Coffee","American Double / Imperial Stout","12.00%",4.4,1661,39
172,"Sante Adairius Rustic Ales","West Ashley","American Wild Ale","7.30%",4.4,932,175
173,"Peg's Cantina & Brew Pub","Rare Scooop","American Double / Imperial Stout","Imperial",4.39,95,70
174,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Matt","American Strong Ale","11.50%",4.39,826,82
175,"Bottle Logic Brewing","Ground State - 2nd Anniversary Beer","American Double / Imperial Stout","12.50%",4.39,363,148
176,"Trillium Brewing Company","Vicinity","American Double / Imperial IPA","8.00%",4.39,1254,46
177,"Hill Farmstead Brewery","Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,668,157
178,"Trillium Brewing Company","Double Dry Hopped Scaled","American IPA","7.00%",4.39,558,157
179,"Alpine Beer Company","Great","American Barleywine","14.00%",4.39,648,43
180,"Willoughby Brewing","Nut Smasher","American Double / Imperial Stout","11.00%",4.39,290,147
181,"Noble Ale Works","Citra Showers","American Double / Imperial IPA","8.80%",4.39,477,156
182,"Avery Brewing Company","Tweak","American Double / Imperial Stout","17.81%",4.39,2082,87
183,"Brasserie Dieu du Ciel!","Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5004,11
184,"Stone Brewing","Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10517,6
185,"Trillium Brewing Company","Scaled Up","American Double / Imperial IPA","8.00%",4.38,600,172
186,"Side Project Brewing","Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.38,611,126
187,"Pipeworks Brewing Company","Spotted Puffer","American Double / Imperial IPA","9.50%",4.38,293,126
188,"Hill Farmstead Brewery","Edward","American Pale Ale (APA)","5.20%",4.38,2555,111
189,"Toppling Goliath Brewing Company","XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,384,157
190,"Hoof Hearted Brewing","Dragonsaddle","American Double / Imperial IPA","11.20%",4.38,190,119
191,"Kane Brewing Company","Mexican Brunch","American Porter","9.20%",4.38,176,75
192,"The Lone Pint Brewery","Yellow Rose","American IPA","6.80%",4.38,1575,73
193,"Cascade Brewing / Raccoon Lodge & Brewpub","Cascade Sang Noir","American Wild Ale","9.50%",4.38,1601,72
194,"Bottle Logic Brewing","Leche Borracho","American Double / Imperial Stout","11.00%",4.38,249,132
195,"Pipeworks Brewing Company","Sure Bet","American Double / Imperial IPA","9.50%",4.38,509,150
196,"Ballast Point Brewing Company","Sculpin IPA","American IPA","7.00%",4.38,13539,65
197,"Trillium Brewing Company","Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.38,343,144
198,"4 Hands Brewing Company","Madagascar","Milk / Sweet Stout","9.30%",4.38,622,153
199,"Trillium Brewing Company","Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.38,404,142
200,"Jackie O's Pub & Brewery","Bourbon Barrel Oro Negro","American Double / Imperial Stout","11.00%",4.37,224,108
201,"Alpine Beer Company","Exponential Hoppiness","American Double / Imperial IPA","11.00%",4.37,1294,118
202,"Three Floyds Brewing Company","French Vanilla Militia","Russian Imperial Stout","Imperial",4.37,109,75
203,"Trillium Brewing Company","Double Dry Hopped Melcher Street","American IPA","7.30%",4.37,727,167
204,"Kern River Brewing Company","Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.37,320,182
205,"Logsdon Farmhouse Ales","Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1246,49
206,"Alpine Beer Company","Nelson","American IPA","7.00%",4.37,4032,168
207,"Hill Farmstead Brewery","Aaron","English Barleywine","BreweryEnglish",4.37,321,100
208,"Brasserie Dieu du Ciel!","Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,442,177
209,"Hill Farmstead Brewery","Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.37,657,177
210,"Peg's Cantina & Brew Pub","Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.37,217,105
211,"Hangar 24 Brewery","Pugachev Royale","Russian Imperial Stout","14.80%",4.37,173,78
212,"Other Half Brewing Company","All Green Everything","American Double / Imperial IPA","10.50%",4.37,947,25
213,"Kuhnhenn Brewing Company","Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1229,128
214,"AleSmith Brewing Company","AleSmith Speedway Stout","American Double / Imperial Stout","12.00%",4.37,6612,9
215,"Lift Bridge Brewery","Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.36,340,119
216,"Other Half Brewing Company","Mosaic IPA","American IPA","7.20%",4.36,347,119
217,"Brouwerij Drie Fonteinen","Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.36,838,52
218,"The Bruery","Grey Monday","American Double / Imperial Stout","19.50%",4.36,1663,36
219,"Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.36,39,32
220,"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,970,34
221,"Societe Brewing Company","The Pupil","American IPA","7.80%",4.36,871,179
222,"Stone Brewing","Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.36,1202,76
223,"Clown Shoes","Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,319,137
224,"Grimm Artisanal Ales","Tesseract","American Double / Imperial IPA","8.00%",4.36,461,163
225,"Westbrook Brewing Company","Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2623,104
226,"Jackie O's Pub & Brewery","Bourbon Barrel Black Maple","American Porter","11.00%",4.36,876,176
227,"Grimm Artisanal Ales","Lumen","American IPA","6.40%",4.36,250,121
228,"Brasserie Cantillon","Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.36,1100,71
229,"Funky Buddha Brewery","Last Buffalo In The Park","American Double / Imperial Stout","11.50%",4.36,142,45
230,"Grimm Artisanal Ales","Lambo Door","American Double / Imperial IPA","8.00%",4.36,483,183
231,"Avery Brewing Company","Callipygian","American Double / Imperial Stout","17.10%",4.36,362,157
232,"Fremont Brewing Company","Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.35,1023,50
233,"New Glarus Brewing Company","Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3497,186
234,"Buxton Brewery","Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.35,273,146
235,"New England Brewing Company","Locust Reign","American Double / Imperial IPA","8.50%",4.35,288,113
236,"Fiddlehead Brewing Company","Mastermind","American Double / Imperial IPA","8.10%",4.35,1310,40
237,"Hill Farmstead Brewery","Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.35,505,135
238,"New Glarus Brewing Company","Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2783,90
239,"Boneyard Beer Company","Hop Venom Double IPA","American Double / Imperial IPA","8.90%",4.35,903,26
240,"Aslin Beer Company","Mind The Hop","American Double / Imperial IPA","9.50%",4.35,83,86
241,"Live Oak Brewing Company","Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1568,127
242,"Ballast Point Brewing Company","Victory At Sea Coffee Vanilla Imperial Porter","American Porter","10.00%",4.35,6682,5
243,"The Bruery","Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1246,21
244,"Hill Farmstead Brewery","Birth Of Tragedy","American Porter","9.00%",4.35,1132,51
245,"Hill Farmstead Brewery","What Is Enlightenment?","American Pale Ale (APA)","5.40%",4.34,872,20
246,"Avery Brewing Company","Uncle Jacob's Stout","American Double / Imperial Stout","17.10%",4.34,2548,116
247,"Grimm Artisanal Ales","Magnetic Compass","American IPA","6.40%",4.34,188,126
248,"Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.34,206,92
249,"Minneapolis Town Hall Brewery","Masala Mama India Pale Ale","American IPA","6.00%",4.34,1359,155
250,"La Cumbre Brewing Company","Project Dank","American IPA","7.50%",4.34,790,15
